Date,Season,Week,home,visitor,FT,hgoal,vgoal,division,tier,totgoal,goaldiff,result,HT,hgoal_half,vgoal_half,half_totgoal,half_goaldiff,result_half,fans,neutral,home_red_card,visitor_red_card
2015-08-30,2015,3,Eskisehirspor,Caykur Rizespor,1-1,1,1,T1,1,2,0,D,0-0,0,0,0,0,D,1,0,0,0
2015-08-30,2015,3,Trabzonspor,Akhisarspor,2-2,2,2,T1,1,4,0,D,1-0,1,0,1,1,H,1,0,0,0
2015-08-30,2015,3,Fenerbahce,Antalyaspor,2-1,2,1,T1,1,3,1,H,1-0,1,0,1,1,H,1,0,0,0
2015-08-30,2015,3,Sivasspor,Osmanlispor FK,1-1,1,1,T1,1,2,0,D,0-0,0,0,0,0,D,1,0,0,1
2015-09-12,2015,4,Antalyaspor,Eskisehirspor,2-0,2,0,T1,1,2,2,H,0-0,0,0,0,0,D,1,0,0,0
2015-09-12,2015,4,Galatasaray,Mersin Idmanyurdu,1-1,1,1,T1,1,2,0,D,0-0,0,0,0,0,D,1,0,1,1
2015-09-12,2015,4,Akhisarspor,Gaziantepspor,0-0,0,0,T1,1,0,0,D,0-0,0,0,0,0,D,1,0,1,0
2015-09-12,2015,4,Bursaspor,Genclerbirligi,3-2,3,2,T1,1,5,1,H,1-0,1,0,1,1,H,1,0,0,0
2015-09-13,2015,4,Caykur Rizespor,Sivasspor,1-1,1,1,T1,1,2,0,D,0-1,0,1,1,-1,A,1,0,1,0
2015-09-13,2015,4,Besiktas,Basaksehir FK,2-0,2,0,T1,1,2,2,H,1-0,1,0,1,1,H,1,0,0,0
2015-09-13,2015,4,Osmanlispor FK,Konyaspor,1-2,1,2,T1,1,3,-1,A,1-0,1,0,1,1,H,1,0,0,1
2015-09-13,2015,4,Kasimpasa,Fenerbahce,0-1,0,1,T1,1,1,-1,A,0-1,0,1,1,-1,A,1,0,1,0
2015-09-14,2015,4,Kayserispor,Trabzonspor,0-1,0,1,T1,1,1,-1,A,0-0,0,0,0,0,D,1,0,0,0
2015-09-18,2015,5,Basaksehir FK,Akhisarspor,2-0,2,0,T1,1,2,2,H,1-0,1,0,1,1,H,1,0,0,0
2015-09-18,2015,5,Mersin Idmanyurdu,Osmanlispor FK,0-4,0,4,T1,1,4,-4,A,0-2,0,2,2,-2,A,1,0,0,0
2015-09-19,2015,5,Trabzonspor,Galatasaray,0-1,0,1,T1,1,1,-1,A,0-0,0,0,0,0,D,1,0,0,0
2015-09-19,2015,5,Sivasspor,Konyaspor,0-0,0,0,T1,1,0,0,D,0-0,0,0,0,0,D,1,0,1,0
2015-09-19,2015,5,Caykur Rizespor,Antalyaspor,5-1,5,1,T1,1,6,4,H,3-1,3,1,4,2,H,1,0,0,0
2015-09-19,2015,5,Eskisehirspor,Kasimpasa,0-3,0,3,T1,1,3,-3,A,0-1,0,1,1,-1,A,1,0,0,0
2015-09-20,2015,5,Gaziantepspor,Kayserispor,1-0,1,0,T1,1,1,1,H,0-0,0,0,0,0,D,1,0,1,0
2015-09-20,2015,5,Fenerbahce,Bursaspor,2-1,2,1,T1,1,3,1,H,1-0,1,0,1,1,H,1,0,0,0
2015-09-21,2015,5,Genclerbirligi,Besiktas,1-1,1,1,T1,1,2,0,D,1-0,1,0,1,1,H,1,0,0,0
2015-09-26,2015,6,Osmanlispor FK,Trabzonspor,3-1,3,1,T1,1,4,2,H,1-0,1,0,1,1,H,1,0,1,0
2015-09-26,2015,6,Galatasaray,Gaziantepspor,2-1,2,1,T1,1,3,1,H,1-1,1,1,2,0,D,1,0,0,0
2015-09-26,2015,6,Akhisarspor,Genclerbirligi,1-0,1,0,T1,1,1,1,H,0-0,0,0,0,0,D,1,0,0,0
2015-09-27,2015,6,Konyaspor,Mersin Idmanyurdu,2-0,2,0,T1,1,2,2,H,1-0,1,0,1,1,H,1,0,0,0
2015-09-27,2015,6,Antalyaspor,Sivasspor,1-1,1,1,T1,1,2,0,D,1-1,1,1,2,0,D,1,0,0,0
2015-09-27,2015,6,Besiktas,Fenerbahce,3-2,3,2,T1,1,5,1,H,2-1,2,1,3,1,H,1,0,0,0
2015-09-28,2015,6,Kayserispor,Basaksehir FK,0-1,0,1,T1,1,1,-1,A,0-0,0,0,0,0,D,1,0,0,0
2015-09-28,2015,6,Kasimpasa,Caykur Rizespor,1-1,1,1,T1,1,2,0,D,1-0,1,0,1,1,H,1,0,0,2
2015-09-28,2015,6,Bursaspor,Eskisehirspor,2-0,2,0,T1,1,2,2,H,0-0,0,0,0,0,D,1,0,0,0
2015-10-02,2015,7,Sivasspor,Mersin Idmanyurdu,2-2,2,2,T1,1,4,0,D,2-0,2,0,2,2,H,1,0,1,0
2015-10-02,2015,7,Trabzonspor,Konyaspor,1-2,1,2,T1,1,3,-1,A,0-0,0,0,0,0,D,1,0,1,0
2015-10-03,2015,7,Genclerbirligi,Kayserispor,2-0,2,0,T1,1,2,2,H,0-0,0,0,0,0,D,1,0,0,0
2015-10-03,2015,7,Gaziantepspor,Osmanlispor FK,2-1,2,1,T1,1,3,1,H,2-1,2,1,3,1,H,1,0,1,1
2015-10-03,2015,7,Basaksehir FK,Galatasaray,0-2,0,2,T1,1,2,-2,A,0-0,0,0,0,0,D,1,0,0,0
2015-10-04,2015,7,Fenerbahce,Akhisarspor,2-2,2,2,T1,1,4,0,D,2-0,2,0,2,2,H,1,0,0,0
2015-10-04,2015,7,Antalyaspor,Kasimpasa,0-0,0,0,T1,1,0,0,D,0-0,0,0,0,0,D,1,0,0,0
2015-10-04,2015,7,Eskisehirspor,Besiktas,1-2,1,2,T1,1,3,-1,A,0-1,0,1,1,-1,A,1,0,0,0
2015-10-04,2015,7,Caykur Rizespor,Bursaspor,2-3,2,3,T1,1,5,-1,A,1-1,1,1,2,0,D,1,0,0,0
2015-10-17,2015,8,Bursaspor,Antalyaspor,0-2,0,2,T1,1,2,-2,A,0-0,0,0,0,0,D,1,0,1,0
2015-10-17,2015,8,Galatasaray,Genclerbirligi,4-1,4,1,T1,1,5,3,H,0-1,0,1,1,-1,A,1,0,0,0
2015-10-17,2015,8,Konyaspor,Gaziantepspor,2-1,2,1,T1,1,3,1,H,1-0,1,0,1,1,H,1,0,0,0
2015-10-18,2015,8,Kasimpasa,Sivasspor,2-1,2,1,T1,1,3,1,H,1-0,1,0,1,1,H,1,0,0,0
2015-10-18,2015,8,Kayserispor,Fenerbahce,0-1,0,1,T1,1,1,-1,A,0-1,0,1,1,-1,A,1,0,1,0
2015-10-18,2015,8,Akhisarspor,Eskisehirspor,1-0,1,0,T1,1,1,1,H,0-0,0,0,0,0,D,1,0,0,0
2015-10-18,2015,8,Besiktas,Caykur Rizespor,1-0,1,0,T1,1,1,1,H,0-0,0,0,0,0,D,1,0,0,0
2015-10-19,2015,8,Osmanlispor FK,Basaksehir FK,0-3,0,3,T1,1,3,-3,A,0-0,0,0,0,0,D,1,0,0,0
2015-10-19,2015,8,Mersin Idmanyurdu,Trabzonspor,3-2,3,2,T1,1,5,1,H,2-0,2,0,2,2,H,1,0,1,0
2015-10-23,2015,9,Caykur Rizespor,Akhisarspor,0-2,0,2,T1,1,2,-2,A,0-2,0,2,2,-2,A,1,0,0,0
2015-10-23,2015,9,Eskisehirspor,Kayserispor,1-3,1,3,T1,1,4,-2,A,1-2,1,2,3,-1,A,1,0,0,1
2015-10-24,2015,9,Genclerbirligi,Osmanlispor FK,1-0,1,0,T1,1,1,1,H,1-0,1,0,1,1,H,1,0,0,0
2015-10-24,2015,9,Kasimpasa,Bursaspor,0-1,0,1,T1,1,1,-1,A,0-0,0,0,0,0,D,1,0,0,1
2015-10-24,2015,9,Gaziantepspor,Mersin Idmanyurdu,1-0,1,0,T1,1,1,1,H,0-0,0,0,0,0,D,1,0,0,0
2015-10-24,2015,9,Sivasspor,Trabzonspor,0-2,0,2,T1,1,2,-2,A,0-1,0,1,1,-1,A,1,0,1,1
2015-10-25,2015,9,Fenerbahce,Galatasaray,1-1,1,1,T1,1,2,0,D,1-0,1,0,1,1,H,1,0,0,0
2015-10-25,2015,9,Basaksehir FK,Konyaspor,4-0,4,0,T1,1,4,4,H,1-0,1,0,1,1,H,1,0,0,0
2015-10-26,2015,9,Antalyaspor,Besiktas,1-5,1,5,T1,1,6,-4,A,1-2,1,2,3,-1,A,1,0,0,0
2015-10-28,2015,10,Kayserispor,Caykur Rizespor,0-0,0,0,T1,1,0,0,D,0-0,0,0,0,0,D,1,0,0,0
2015-10-28,2015,10,Bursaspor,Sivasspor,1-0,1,0,T1,1,1,1,H,0-0,0,0,0,0,D,1,0,0,0
2015-10-28,2015,10,Trabzonspor,Gaziantepspor,2-2,2,2,T1,1,4,0,D,0-1,0,1,1,-1,A,1,0,0,0
2015-10-29,2015,10,Mersin Idmanyurdu,Basaksehir FK,1-1,1,1,T1,1,2,0,D,1-0,1,0,1,1,H,1,0,1,0
2015-10-29,2015,10,Osmanlispor FK,Fenerbahce,0-1,0,1,T1,1,1,-1,A,0-0,0,0,0,0,D,1,0,0,0
2015-10-29,2015,10,Galatasaray,Eskisehirspor,4-0,4,0,T1,1,4,4,H,3-0,3,0,3,3,H,1,0,0,0
2015-10-30,2015,10,Konyaspor,Genclerbirligi,0-0,0,0,T1,1,0,0,D,0-0,0,0,0,0,D,1,0,0,0
2015-10-30,2015,10,Akhisarspor,Antalyaspor,2-1,2,1,T1,1,3,1,H,1-0,1,0,1,1,H,1,0,0,0
2015-10-30,2015,10,Besiktas,Kasimpasa,3-3,3,3,T1,1,6,0,D,1-2,1,2,3,-1,A,1,0,0,0
2015-11-06,2015,11,Eskisehirspor,Osmanlispor FK,0-2,0,2,T1,1,2,-2,A,0-2,0,2,2,-2,A,1,0,0,0
2015-11-06,2015,11,Genclerbirligi,Mersin Idmanyurdu,1-1,1,1,T1,1,2,0,D,1-0,1,0,1,1,H,1,0,0,0
2015-11-07,2015,11,Kasimpasa,Akhisarspor,2-1,2,1,T1,1,3,1,H,0-1,0,1,1,-1,A,1,0,0,0
2015-11-07,2015,11,Caykur Rizespor,Galatasaray,4-3,4,3,T1,1,7,1,H,2-1,2,1,3,1,H,1,0,0,1
2015-11-07,2015,11,Antalyaspor,Kayserispor,1-1,1,1,T1,1,2,0,D,1-0,1,0,1,1,H,1,0,0,0
2015-11-07,2015,11,Basaksehir FK,Trabzonspor,1-0,1,0,T1,1,1,1,H,1-0,1,0,1,1,H,1,0,0,0
2015-11-08,2015,11,Fenerbahce,Konyaspor,1-0,1,0,T1,1,1,1,H,0-0,0,0,0,0,D,1,0,0,0
2015-11-08,2015,11,Bursaspor,Besiktas,0-1,0,1,T1,1,1,-1,A,0-0,0,0,0,0,D,1,0,0,0
2015-11-08,2015,11,Sivasspor,Gaziantepspor,3-0,3,0,T1,1,3,3,H,0-0,0,0,0,0,D,1,0,1,0
2015-11-21,2015,12,Akhisarspor,Bursaspor,3-1,3,1,T1,1,4,2,H,1-0,1,0,1,1,H,1,0,0,0
2015-11-21,2015,12,Mersin Idmanyurdu,Fenerbahce,1-3,1,3,T1,1,4,-2,A,0-1,0,1,1,-1,A,1,0,1,0
2015-11-21,2015,12,Kayserispor,Kasimpasa,0-0,0,0,T1,1,0,0,D,0-0,0,0,0,0,D,1,0,0,0
2015-11-21,2015,12,Galatasaray,Antalyaspor,3-3,3,3,T1,1,6,0,D,1-0,1,0,1,1,H,1,0,0,0
2015-11-22,2015,12,Trabzonspor,Genclerbirligi,1-0,1,0,T1,1,1,1,H,0-0,0,0,0,0,D,1,0,0,0
2015-11-22,2015,12,Besiktas,Sivasspor,2-0,2,0,T1,1,2,2,H,1-0,1,0,1,1,H,1,0,0,0
2015-11-22,2015,12,Konyaspor,Eskisehirspor,3-2,3,2,T1,1,5,1,H,0-1,0,1,1,-1,A,1,0,0,0
2015-11-22,2015,12,Osmanlispor FK,Caykur Rizespor,0-1,0,1,T1,1,1,-1,A,0-0,0,0,0,0,D,1,0,0,0
2015-11-23,2015,12,Gaziantepspor,Basaksehir FK,0-1,0,1,T1,1,1,-1,A,0-0,0,0,0,0,D,1,0,0,0
2015-11-27,2015,13,Bursaspor,Kayserispor,1-2,1,2,T1,1,3,-1,A,1-1,1,1,2,0,D,0,0,0,0
2015-11-27,2015,13,Caykur Rizespor,Konyaspor,0-0,0,0,T1,1,0,0,D,0-0,0,0,0,0,D,1,0,0,0
2015-11-27,2015,13,Antalyaspor,Osmanlispor FK,1-1,1,1,T1,1,2,0,D,0-0,0,0,0,0,D,1,0,0,0
2015-11-28,2015,13,Sivasspor,Basaksehir FK,2-2,2,2,T1,1,4,0,D,2-1,2,1,3,1,H,1,0,0,0
2015-11-28,2015,13,Eskisehirspor,Mersin Idmanyurdu,3-2,3,2,T1,1,5,1,H,2-0,2,0,2,2,H,1,0,0,0
2015-11-29,2015,13,Besiktas,Akhisarspor,0-2,0,2,T1,1,2,-2,A,0-2,0,2,2,-2,A,1,0,0,0
2015-11-29,2015,13,Genclerbirligi,Gaziantepspor,2-2,2,2,T1,1,4,0,D,2-0,2,0,2,2,H,1,0,0,2
2015-11-29,2015,13,Kasimpasa,Galatasaray,2-2,2,2,T1,1,4,0,D,1-1,1,1,2,0,D,1,0,0,0
2015-11-30,2015,13,Fenerbahce,Trabzonspor,2-0,2,0,T1,1,2,2,H,1-0,1,0,1,1,H,1,0,0,1
2015-12-04,2015,14,Galatasaray,Bursaspor,3-0,3,0,T1,1,3,3,H,0-0,0,0,0,0,D,1,0,0,0
2015-12-05,2015,14,Osmanlispor FK,Kasimpasa,0-1,0,1,T1,1,1,-1,A,0-0,0,0,0,0,D,1,0,1,0
2015-12-05,2015,14,Konyaspor,Antalyaspor,3-2,3,2,T1,1,5,1,H,2-0,2,0,2,2,H,1,0,0,0
2015-12-05,2015,14,Kayserispor,Besiktas,1-2,1,2,T1,1,3,-1,A,1-2,1,2,3,-1,A,1,0,0,0
2015-12-06,2015,14,Basaksehir FK,Genclerbirligi,2-0,2,0,T1,1,2,2,H,0-0,0,0,0,0,D,1,0,0,0
2015-12-06,2015,14,Mersin Idmanyurdu,Caykur Rizespor,3-0,3,0,T1,1,3,3,H,1-0,1,0,1,1,H,1,0,0,0
2015-12-06,2015,14,Gaziantepspor,Fenerbahce,2-2,2,2,T1,1,4,0,D,1-0,1,0,1,1,H,1,0,0,1
2015-12-07,2015,14,Trabzonspor,Eskisehirspor,3-1,3,1,T1,1,4,2,H,1-0,1,0,1,1,H,1,0,0,1
2015-12-07,2015,14,Akhisarspor,Sivasspor,1-0,1,0,T1,1,1,1,H,0-0,0,0,0,0,D,1,0,0,0
2015-12-11,2015,15,Bursaspor,Osmanlispor FK,0-4,0,4,T1,1,4,-4,A,0-3,0,3,3,-3,A,1,0,0,0
2015-12-12,2015,15,Kasimpasa,Konyaspor,2-1,2,1,T1,1,3,1,H,2-0,2,0,2,2,H,1,0,0,0
2015-12-12,2015,15,Eskisehirspor,Gaziantepspor,1-2,1,2,T1,1,3,-1,A,0-1,0,1,1,-1,A,1,0,0,1
2015-12-12,2015,15,Antalyaspor,Mersin Idmanyurdu,3-2,3,2,T1,1,5,1,H,0-2,0,2,2,-2,A,1,0,1,0
2015-12-12,2015,15,Caykur Rizespor,Trabzonspor,3-0,3,0,T1,1,3,3,H,2-0,2,0,2,2,H,1,0,0,0
2015-12-13,2015,15,Genclerbirligi,Sivasspor,0-1,0,1,T1,1,1,-1,A,0-1,0,1,1,-1,A,1,0,0,0
2015-12-13,2015,15,Kayserispor,Akhisarspor,3-2,3,2,T1,1,5,1,H,2-1,2,1,3,1,H,1,0,1,0
2015-12-13,2015,15,Fenerbahce,Basaksehir FK,1-0,1,0,T1,1,1,1,H,0-0,0,0,0,0,D,1,0,0,1
2015-12-14,2015,15,Besiktas,Galatasaray,2-1,2,1,T1,1,3,1,H,0-0,0,0,0,0,D,1,0,0,0
2015-12-19,2015,16,Mersin Idmanyurdu,Kasimpasa,1-2,1,2,T1,1,3,-1,A,1-1,1,1,2,0,D,1,0,1,1
2015-12-19,2015,16,Trabzonspor,Antalyaspor,3-0,3,0,T1,1,3,3,H,1-0,1,0,1,1,H,1,0,0,1
2015-12-19,2015,16,Gaziantepspor,Caykur Rizespor,2-0,2,0,T1,1,2,2,H,2-0,2,0,2,2,H,1,0,0,0
2015-12-19,2015,16,Konyaspor,Bursaspor,1-0,1,0,T1,1,1,1,H,1-0,1,0,1,1,H,1,0,0,1
2015-12-20,2015,16,Genclerbirligi,Fenerbahce,0-1,0,1,T1,1,1,-1,A,0-1,0,1,1,-1,A,1,0,0,0
2015-12-20,2015,16,Basaksehir FK,Eskisehirspor,2-1,2,1,T1,1,3,1,H,0-1,0,1,1,-1,A,1,0,0,0
2015-12-20,2015,16,Sivasspor,Kayserispor,0-0,0,0,T1,1,0,0,D,0-0,0,0,0,0,D,1,0,0,0
2015-12-20,2015,16,Galatasaray,Akhisarspor,3-2,3,2,T1,1,5,1,H,2-0,2,0,2,2,H,1,0,0,0
2015-12-21,2015,16,Osmanlispor FK,Besiktas,2-3,2,3,T1,1,5,-1,A,2-1,2,1,3,1,H,1,0,0,0
2015-12-26,2015,17,Caykur Rizespor,Basaksehir FK,2-1,2,1,T1,1,3,1,H,0-1,0,1,1,-1,A,1,0,0,1
2015-12-26,2015,17,Antalyaspor,Gaziantepspor,0-0,0,0,T1,1,0,0,D,0-0,0,0,0,0,D,1,0,1,1
2015-12-26,2015,17,Kasimpasa,Trabzonspor,1-1,1,1,T1,1,2,0,D,1-1,1,1,2,0,D,1,0,0,0
2015-12-27,2015,17,Bursaspor,Mersin Idmanyurdu,2-1,2,1,T1,1,3,1,H,0-1,0,1,1,-1,A,1,0,0,0
2015-12-27,2015,17,Kayserispor,Galatasaray,1-1,1,1,T1,1,2,0,D,1-0,1,0,1,1,H,1,0,0,0
2015-12-27,2015,17,Akhisarspor,Osmanlispor FK,0-0,0,0,T1,1,0,0,D,0-0,0,0,0,0,D,1,0,0,0
2015-12-27,2015,17,Besiktas,Konyaspor,4-0,4,0,T1,1,4,4,H,0-0,0,0,0,0,D,1,0,0,0
2015-12-28,2015,17,Eskisehirspor,Genclerbirligi,2-0,2,0,T1,1,2,2,H,2-0,2,0,2,2,H,1,0,1,0
2015-12-28,2015,17,Fenerbahce,Sivasspor,2-1,2,1,T1,1,3,1,H,1-1,1,1,2,0,D,1,0,0,0
2016-01-16,2015,18,Kayserispor,Osmanlispor FK,1-0,1,0,T1,1,1,1,H,1-0,1,0,1,1,H,1,0,0,0
2016-01-16,2015,18,Kasimpasa,Gaziantepspor,1-2,1,2,T1,1,3,-1,A,1-1,1,1,2,0,D,1,0,0,0
2016-01-16,2015,18,Akhisarspor,Konyaspor,0-2,0,2,T1,1,2,-2,A,0-2,0,2,2,-2,A,1,0,0,0
2016-01-16,2015,18,Galatasaray,Sivasspor,3-1,3,1,T1,1,4,2,H,2-0,2,0,2,2,H,1,0,0,0
2016-01-17,2015,18,Antalyaspor,Basaksehir FK,1-2,1,2,T1,1,3,-1,A,1-1,1,1,2,0,D,1,0,0,0
2016-01-17,2015,18,Bursaspor,Trabzonspor,4-2,4,2,T1,1,6,2,H,2-2,2,2,4,0,D,1,0,0,0
2016-01-17,2015,18,Caykur Rizespor,Genclerbirligi,2-3,2,3,T1,1,5,-1,A,1-2,1,2,3,-1,A,1,0,0,0
2016-01-18,2015,18,Eskisehirspor,Fenerbahce,0-3,0,3,T1,1,3,-3,A,0-1,0,1,1,-1,A,1,0,1,0
2016-01-23,2015,19,Konyaspor,Kayserispor,1-0,1,0,T1,1,1,1,H,0-0,0,0,0,0,D,1,0,0,1
2016-01-23,2015,19,Mersin Idmanyurdu,Akhisarspor,0-0,0,0,T1,1,0,0,D,0-0,0,0,0,0,D,1,0,0,0
2016-01-23,2015,19,Osmanlispor FK,Galatasaray,3-2,3,2,T1,1,5,1,H,2-2,2,2,4,0,D,1,0,0,0
2016-01-24,2015,19,Fenerbahce,Caykur Rizespor,2-1,2,1,T1,1,3,1,H,2-0,2,0,2,2,H,1,0,0,0
2016-01-24,2015,19,Sivasspor,Eskisehirspor,1-2,1,2,T1,1,3,-1,A,0-1,0,1,1,-1,A,1,0,1,0
2016-01-24,2015,19,Genclerbirligi,Antalyaspor,1-0,1,0,T1,1,1,1,H,0-0,0,0,0,0,D,1,0,0,0
2016-01-24,2015,19,Gaziantepspor,Bursaspor,2-3,2,3,T1,1,5,-1,A,1-0,1,0,1,1,H,1,0,0,0
2016-01-25,2015,19,Basaksehir FK,Kasimpasa,1-1,1,1,T1,1,2,0,D,0-1,0,1,1,-1,A,1,0,0,0
2016-02-05,2015,20,Osmanlispor FK,Sivasspor,4-0,4,0,T1,1,4,4,H,2-0,2,0,2,2,H,1,0,0,0
2016-02-05,2015,20,Antalyaspor,Fenerbahce,4-2,4,2,T1,1,6,2,H,1-0,1,0,1,1,H,1,0,0,0
2016-02-06,2015,20,Bursaspor,Basaksehir FK,3-3,3,3,T1,1,6,0,D,1-0,1,0,1,1,H,1,0,2,0
2016-02-06,2015,20,Kayserispor,Mersin Idmanyurdu,0-1,0,1,T1,1,1,-1,A,0-1,0,1,1,-1,A,1,0,1,0
2016-02-06,2015,20,Galatasaray,Konyaspor,0-0,0,0,T1,1,0,0,D,0-0,0,0,0,0,D,1,0,0,0
2016-02-07,2015,20,Besiktas,Gaziantepspor,4-0,4,0,T1,1,4,4,H,2-0,2,0,2,2,H,1,0,0,0
2016-02-07,2015,20,Akhisarspor,Trabzonspor,2-1,2,1,T1,1,3,1,H,1-1,1,1,2,0,D,1,0,0,1
2016-02-07,2015,20,Caykur Rizespor,Eskisehirspor,1-1,1,1,T1,1,2,0,D,0-1,0,1,1,-1,A,1,0,0,0
2016-02-08,2015,20,Kasimpasa,Genclerbirligi,0-1,0,1,T1,1,1,-1,A,0-0,0,0,0,0,D,1,0,1,0
2016-02-12,2015,21,Fenerbahce,Kasimpasa,3-1,3,1,T1,1,4,2,H,2-0,2,0,2,2,H,1,0,0,1
2016-02-13,2015,21,Genclerbirligi,Bursaspor,2-0,2,0,T1,1,2,2,H,0-0,0,0,0,0,D,1,0,0,0
2016-02-13,2015,21,Konyaspor,Osmanlispor FK,1-1,1,1,T1,1,2,0,D,0-0,0,0,0,0,D,1,0,0,0
2016-02-13,2015,21,Mersin Idmanyurdu,Galatasaray,2-1,2,1,T1,1,3,1,H,1-0,1,0,1,1,H,1,0,0,1
2016-02-14,2015,21,Eskisehirspor,Antalyaspor,3-2,3,2,T1,1,5,1,H,0-1,0,1,1,-1,A,1,0,1,0
2016-02-14,2015,21,Gaziantepspor,Akhisarspor,0-1,0,1,T1,1,1,-1,A,0-0,0,0,0,0,D,1,0,0,0
2016-02-14,2015,21,Sivasspor,Caykur Rizespor,2-1,2,1,T1,1,3,1,H,1-0,1,0,1,1,H,1,0,1,0
2016-02-14,2015,21,Basaksehir FK,Besiktas,2-2,2,2,T1,1,4,0,D,1-0,1,0,1,1,H,1,0,0,0
2016-02-15,2015,21,Trabzonspor,Kayserispor,2-1,2,1,T1,1,3,1,H,2-0,2,0,2,2,H,1,0,0,0
2016-02-17,2015,18,Besiktas,Mersin Idmanyurdu,1-0,1,0,T1,1,1,1,H,0-0,0,0,0,0,D,1,0,0,0
2016-02-19,2015,22,Konyaspor,Sivasspor,2-1,2,1,T1,1,3,1,H,1-0,1,0,1,1,H,1,0,0,0
2016-02-20,2015,22,Kasimpasa,Eskisehirspor,2-1,2,1,T1,1,3,1,H,2-0,2,0,2,2,H,1,0,0,0
2016-02-20,2015,22,Antalyaspor,Caykur Rizespor,2-1,2,1,T1,1,3,1,H,1-1,1,1,2,0,D,1,0,0,0
2016-02-20,2015,22,Bursaspor,Fenerbahce,0-0,0,0,T1,1,0,0,D,0-0,0,0,0,0,D,0,0,0,0
2016-02-21,2015,22,Galatasaray,Trabzonspor,2-1,2,1,T1,1,3,1,H,0-1,0,1,1,-1,A,1,0,0,4
2016-02-21,2015,22,Kayserispor,Gaziantepspor,2-2,2,2,T1,1,4,0,D,1-0,1,0,1,1,H,1,0,0,0
2016-02-21,2015,22,Osmanlispor FK,Mersin Idmanyurdu,3-1,3,1,T1,1,4,2,H,1-1,1,1,2,0,D,1,0,0,0
2016-02-21,2015,22,Akhisarspor,Basaksehir FK,0-0,0,0,T1,1,0,0,D,0-0,0,0,0,0,D,1,0,0,0
2016-02-22,2015,22,Besiktas,Genclerbirligi,1-0,1,0,T1,1,1,1,H,0-0,0,0,0,0,D,1,0,0,0
2016-02-26,2015,23,Basaksehir FK,Kayserispor,1-0,1,0,T1,1,1,1,H,0-0,0,0,0,0,D,1,0,0,0
2016-02-27,2015,23,Mersin Idmanyurdu,Konyaspor,0-2,0,2,T1,1,2,-2,A,0-0,0,0,0,0,D,1,0,1,0
2016-02-27,2015,23,Caykur Rizespor,Kasimpasa,2-0,2,0,T1,1,2,2,H,1-0,1,0,1,1,H,1,0,0,0
2016-02-27,2015,23,Eskisehirspor,Bursaspor,0-1,0,1,T1,1,1,-1,A,0-1,0,1,1,-1,A,1,0,0,0
2016-02-27,2015,23,Trabzonspor,Osmanlispor FK,1-2,1,2,T1,1,3,-1,A,0-1,0,1,1,-1,A,1,0,0,0
2016-02-28,2015,23,Gaziantepspor,Galatasaray,2-0,2,0,T1,1,2,2,H,1-0,1,0,1,1,H,1,0,0,0
2016-02-28,2015,23,Sivasspor,Antalyaspor,0-0,0,0,T1,1,0,0,D,0-0,0,0,0,0,D,1,0,1,0
2016-02-28,2015,23,Genclerbirligi,Akhisarspor,3-1,3,1,T1,1,4,2,H,0-1,0,1,1,-1,A,1,0,0,0
2016-02-29,2015,23,Fenerbahce,Besiktas,2-0,2,0,T1,1,2,2,H,1-0,1,0,1,1,H,1,0,0,0
2016-03-04,2015,24,Mersin Idmanyurdu,Sivasspor,1-0,1,0,T1,1,1,1,H,0-0,0,0,0,0,D,1,0,0,0
2016-03-05,2015,24,Kayserispor,Genclerbirligi,0-2,0,2,T1,1,2,-2,A,0-2,0,2,2,-2,A,1,0,0,0
2016-03-05,2015,24,Bursaspor,Caykur Rizespor,1-0,1,0,T1,1,1,1,H,1-0,1,0,1,1,H,1,0,0,0
2016-03-05,2015,24,Osmanlispor FK,Gaziantepspor,1-1,1,1,T1,1,2,0,D,0-0,0,0,0,0,D,1,0,0,0
2016-03-06,2015,24,Akhisarspor,Fenerbahce,0-3,0,3,T1,1,3,-3,A,0-1,0,1,1,-1,A,1,0,0,0
2016-03-06,2015,24,Kasimpasa,Antalyaspor,2-1,2,1,T1,1,3,1,H,0-0,0,0,0,0,D,1,0,0,2
2016-03-06,2015,24,Galatasaray,Basaksehir FK,3-3,3,3,T1,1,6,0,D,0-2,0,2,2,-2,A,1,0,0,0
2016-03-06,2015,24,Konyaspor,Trabzonspor,2-0,2,0,T1,1,2,2,H,1-0,1,0,1,1,H,1,0,0,1
2016-03-07,2015,24,Besiktas,Eskisehirspor,3-1,3,1,T1,1,4,2,H,2-0,2,0,2,2,H,1,0,0,0
2016-03-11,2015,25,Trabzonspor,Mersin Idmanyurdu,1-0,1,0,T1,1,1,1,H,0-0,0,0,0,0,D,1,0,0,0
2016-03-12,2015,25,Basaksehir FK,Osmanlispor FK,2-3,2,3,T1,1,5,-1,A,1-2,1,2,3,-1,A,1,0,0,0
2016-03-12,2015,25,Caykur Rizespor,Besiktas,1-2,1,2,T1,1,3,-1,A,0-2,0,2,2,-2,A,1,0,0,0
2016-03-12,2015,25,Gaziantepspor,Konyaspor,0-1,0,1,T1,1,1,-1,A,0-1,0,1,1,-1,A,1,0,0,0
2016-03-13,2015,25,Eskisehirspor,Akhisarspor,3-3,3,3,T1,1,6,0,D,2-1,2,1,3,1,H,1,0,0,0
